# size_bytes, sequential_ns, random_ns, random_index_ns
1552384, 0.18, 10.01, 2.99
1553408, 0.18, 10.50, 2.95
1554432, 0.16, 9.74, 3.33
1555456, 0.21, 9.93, 3.66
1556480, 0.24, 10.49, 4.01
1557504, 0.24, 10.15, 3.55
1558528, 0.18, 9.76, 3.09
1559552, 0.17, 10.10, 3.46
1560576, 0.17, 9.88, 2.93
1561600, 0.16, 10.02, 4.03
1562624, 0.21, 9.85, 4.29
1563648, 0.17, 9.73, 4.06
1564672, 0.22, 11.83, 3.86
1565696, 0.22, 10.04, 4.58
1566720, 0.24, 11.22, 4.12
1567744, 0.21, 10.06, 4.12
1568768, 0.23, 10.62, 4.07
1569792, 0.22, 10.19, 3.07
1570816, 0.17, 9.62, 3.05
1571840, 0.16, 9.84, 3.84
1572864, 0.16, 9.76, 3.41
1573888, 0.25, 9.76, 3.01
1574912, 0.16, 9.83, 3.16
1575936, 0.16, 9.80, 3.01
1576960, 0.16, 9.88, 2.97
1577984, 0.15, 9.93, 3.19
1579008, 0.17, 9.93, 3.04
1580032, 0.17, 10.09, 2.94
1581056, 0.16, 10.11, 3.27
1582080, 0.18, 9.82, 3.16
1583104, 0.17, 10.33, 3.25
1584128, 0.18, 9.76, 3.14
1585152, 0.16, 10.63, 3.13
1586176, 0.16, 9.98, 3.32
1587200, 0.17, 9.92, 3.10
1588224, 0.17, 9.80, 3.03
1589248, 0.16, 9.98, 3.16
1590272, 0.15, 10.09, 3.07
1591296, 0.20, 9.82, 3.22
1592320, 0.15, 9.80, 3.08
1593344, 0.16, 9.79, 3.13
1594368, 0.22, 10.07, 3.18
1595392, 0.16, 9.69, 3.03
1596416, 0.17, 9.95, 3.09
1597440, 0.16, 9.97, 3.38
1598464, 0.17, 10.13, 3.19
1599488, 0.16, 9.71, 3.17
1600512, 0.19, 10.33, 3.01
1601536, 0.16, 9.63, 3.17
1602560, 0.15, 10.59, 3.54
1603584, 0.16, 9.97, 3.31
1604608, 0.17, 10.26, 3.58
1605632, 0.17, 10.05, 3.78
1606656, 0.17, 10.92, 3.36
1607680, 0.20, 10.06, 2.99
1608704, 0.20, 9.87, 3.41
1609728, 0.17, 10.23, 4.46
1610752, 0.21, 10.23, 4.03
1611776, 0.20, 10.32, 4.23
1612800, 0.22, 10.48, 4.32
1613824, 0.21, 10.18, 4.09
1614848, 0.20, 10.20, 3.35
1615872, 0.16, 9.93, 3.16
1616896, 0.17, 10.43, 3.11
1617920, 0.17, 10.09, 3.34
1618944, 0.17, 9.80, 3.21
1619968, 0.17, 10.41, 3.65
1620992, 0.18, 9.75, 2.95
1622016, 0.16, 10.14, 3.75
1623040, 0.17, 9.69, 4.36
1624064, 0.22, 10.51, 4.41
1625088, 0.22, 9.92, 4.50
1626112, 0.22, 11.43, 4.34
1627136, 0.24, 9.82, 3.21
1628160, 0.17, 10.17, 2.98
1629184, 0.18, 9.88, 3.44
1630208, 0.18, 10.32, 3.25
1631232, 0.19, 9.93, 3.08
1632256, 0.17, 9.75, 2.93
1633280, 0.18, 10.01, 3.39
1634304, 0.16, 9.81, 3.02
1635328, 0.17, 9.95, 4.01
1636352, 0.18, 10.24, 3.15
1637376, 0.18, 10.08, 3.76
1638400, 0.18, 10.02, 3.10
1639424, 0.18, 10.33, 4.26
1640448, 0.19, 9.94, 4.63
1641472, 0.22, 10.35, 4.66
1642496, 0.21, 10.10, 4.45
1643520, 0.23, 10.31, 4.15
1644544, 0.21, 10.91, 4.07
1645568, 0.21, 10.52, 4.30
1646592, 0.20, 10.41, 4.57
1647616, 0.23, 10.12, 3.20
1648640, 0.18, 10.10, 3.15
1649664, 0.16, 9.89, 3.08
1650688, 0.16, 9.91, 3.26
1651712, 0.18, 10.07, 3.44
1652736, 0.16, 9.96, 3.25
1653760, 0.16, 10.00, 3.32
1654784, 0.19, 10.55, 3.35
1655808, 0.16, 9.89, 3.62
1656832, 0.17, 10.03, 3.49
1657856, 0.16, 11.09, 3.28
1658880, 0.17, 11.25, 3.10
1659904, 0.16, 10.52, 3.58
1660928, 0.16, 10.04, 3.36
1661952, 0.18, 10.81, 4.07
1662976, 0.23, 9.98, 4.50
1664000, 0.23, 11.04, 4.58
1665024, 0.22, 10.28, 4.88
1666048, 0.21, 10.01, 4.58
1667072, 0.21, 10.34, 3.31
1668096, 0.18, 10.03, 3.38
1669120, 0.17, 10.09, 3.04
1670144, 0.17, 9.62, 3.30
1671168, 0.17, 10.29, 3.35
1672192, 0.16, 10.26, 4.25
1673216, 0.23, 11.28, 4.67
1674240, 0.16, 10.29, 4.68
1675264, 0.17, 9.99, 4.80
1676288, 0.16, 9.89, 3.34
1677312, 0.19, 9.85, 4.10
1678336, 0.16, 10.08, 3.19
1679360, 0.21, 9.82, 4.03
1680384, 0.16, 10.24, 3.06
1681408, 0.16, 9.84, 3.39
1682432, 0.18, 9.99, 3.17
1683456, 0.16, 9.93, 3.29
1684480, 0.16, 10.07, 3.15
1685504, 0.20, 10.14, 3.59
1686528, 0.16, 10.12, 3.07
1687552, 0.23, 10.94, 3.58
1688576, 0.17, 10.34, 3.35
1689600, 0.18, 10.81, 3.28
1690624, 0.20, 9.97, 3.33
1691648, 0.18, 10.10, 3.43
1692672, 0.17, 9.85, 4.02
1693696, 0.18, 10.79, 3.96
1694720, 0.16, 9.98, 3.85
1695744, 0.19, 10.56, 3.83
1696768, 0.17, 9.92, 4.62
1697792, 0.21, 10.32, 4.46
1698816, 0.22, 10.42, 4.78
1699840, 0.23, 10.32, 4.84
1700864, 0.21, 11.45, 3.54
1701888, 0.17, 10.02, 3.43
1702912, 0.19, 11.13, 3.52
1703936, 0.18, 10.00, 3.68
1704960, 0.16, 10.62, 4.60
1705984, 0.18, 10.35, 3.65
1707008, 0.16, 10.06, 4.77
1708032, 0.20, 10.00, 3.88
1709056, 0.15, 9.95, 4.71
1710080, 0.17, 10.80, 4.54
1711104, 0.23, 10.00, 4.99
1712128, 0.21, 10.49, 4.41
1713152, 0.22, 11.56, 4.16
1714176, 0.17, 10.31, 3.87
1715200, 0.18, 10.24, 3.72
1716224, 0.22, 10.40, 4.66
1717248, 0.22, 9.88, 3.36
1718272, 0.22, 10.78, 4.08
1719296, 0.16, 10.01, 3.47
1720320, 0.16, 10.04, 4.26
1721344, 0.21, 12.27, 3.54
1722368, 0.18, 10.05, 3.34
1723392, 0.17, 13.93, 3.36
1724416, 0.17, 14.32, 3.49
1725440, 0.19, 9.80, 3.17
1726464, 0.18, 9.85, 3.64
1727488, 0.16, 10.46, 3.07
1728512, 0.18, 9.90, 3.32
1729536, 0.17, 9.91, 3.33
1730560, 0.16, 10.32, 3.72
1731584, 0.21, 9.82, 3.15
1732608, 0.23, 10.16, 3.40
1733632, 0.17, 9.92, 4.64
1734656, 0.17, 10.11, 3.72
1735680, 0.20, 10.09, 4.99
1736704, 0.18, 10.18, 3.34
1737728, 0.22, 11.45, 4.25
1738752, 0.29, 37.62, 3.60
1739776, 0.17, 10.57, 3.27
1740800, 0.17, 9.90, 3.27
1741824, 0.19, 10.77, 3.32
1742848, 0.17, 11.98, 4.00
1743872, 0.19, 10.55, 3.65
1744896, 0.31, 10.50, 3.51
1745920, 0.17, 10.09, 4.77
1746944, 0.22, 11.84, 4.65
1747968, 0.22, 13.37, 5.08
1748992, 0.23, 10.45, 4.86
1750016, 0.24, 9.98, 4.52
1751040, 0.21, 12.78, 4.78
1752064, 0.21, 10.05, 5.23
1753088, 0.21, 11.42, 4.71
1754112, 0.23, 10.54, 4.76
1755136, 0.17, 9.85, 5.07
1756160, 0.23, 10.86, 4.78
1757184, 0.29, 9.89, 4.85
1758208, 0.20, 11.99, 4.61
1759232, 0.22, 10.34, 5.07
1760256, 0.22, 10.30, 4.23
1761280, 0.19, 10.69, 5.03
1762304, 0.17, 9.93, 4.43
1763328, 0.22, 10.56, 4.86
1764352, 0.20, 10.18, 4.78
1765376, 0.17, 10.22, 4.63
1766400, 0.24, 10.12, 4.00
1767424, 0.17, 10.97, 4.23
1768448, 0.17, 9.81, 3.72
1769472, 0.17, 11.23, 3.84
1770496, 0.20, 10.41, 4.67
1771520, 0.19, 10.47, 5.03
1772544, 0.21, 10.62, 4.53
1773568, 0.21, 10.27, 4.91
1774592, 0.26, 9.94, 5.79
1775616, 0.24, 13.96, 3.40
1776640, 0.17, 10.40, 3.82
1777664, 0.18, 10.58, 3.78
1778688, 0.19, 10.37, 3.30
1779712, 0.24, 10.71, 3.45
1780736, 0.17, 10.44, 3.16
1781760, 0.17, 10.05, 3.25
1782784, 0.20, 10.18, 4.80
1783808, 0.23, 10.58, 4.84
1784832, 0.19, 10.00, 5.06
1785856, 0.20, 11.84, 5.16
1786880, 0.24, 10.40, 3.55
1787904, 0.18, 10.01, 3.22
1788928, 0.16, 10.60, 3.55
1789952, 0.21, 10.07, 3.56
1790976, 0.19, 12.18, 3.65
1792000, 0.20, 10.78, 3.10
1793024, 0.18, 9.75, 3.36
1794048, 0.17, 10.10, 3.46
1795072, 0.19, 10.80, 4.94
1796096, 0.22, 12.33, 4.97
1797120, 0.23, 11.44, 5.49
1798144, 0.22, 11.09, 5.32
1799168, 0.24, 10.31, 4.58
1800192, 0.21, 10.80, 4.37
1801216, 0.17, 10.46, 3.88
1802240, 0.22, 14.65, 3.71
1803264, 0.23, 10.01, 3.53
1804288, 0.17, 9.93, 3.34
1805312, 0.15, 9.98, 3.30
1806336, 0.17, 10.06, 3.33
1807360, 0.19, 11.82, 4.42
1808384, 0.20, 11.32, 3.63
1809408, 0.18, 13.38, 4.29
1810432, 0.18, 10.73, 3.59
1811456, 0.22, 16.81, 3.54
1812480, 0.18, 10.44, 3.19
1813504, 0.17, 10.67, 3.49
1814528, 0.17, 10.09, 3.21
1815552, 0.18, 10.28, 3.19
1816576, 0.17, 10.41, 3.37
1817600, 0.18, 10.11, 3.65
1818624, 0.19, 10.45, 3.66
1819648, 0.18, 11.04, 4.85
1820672, 0.21, 10.48, 5.09
1821696, 0.18, 12.78, 5.46
1822720, 0.19, 10.97, 4.05
1823744, 0.18, 10.06, 4.07
1824768, 0.17, 10.88, 3.87
1825792, 0.21, 10.03, 3.58
1826816, 0.18, 10.80, 3.90
1827840, 0.19, 10.19, 3.48
1828864, 0.17, 10.56, 3.75
1829888, 0.19, 10.27, 3.57
1830912, 0.16, 11.95, 3.60
1831936, 0.19, 10.55, 3.35
1832960, 0.17, 10.19, 3.05
1833984, 0.17, 10.59, 3.65
1835008, 0.17, 10.32, 3.24
1836032, 0.22, 10.51, 3.50
1837056, 0.17, 10.64, 3.42
1838080, 0.20, 10.27, 3.43
1839104, 0.18, 12.04, 4.02
1840128, 0.18, 10.31, 3.36
1841152, 0.16, 9.98, 3.45
1842176, 0.18, 15.73, 4.37
1843200, 0.37, 13.21, 3.73
1844224, 0.27, 10.18, 3.32
1845248, 0.18, 12.19, 3.15
1846272, 0.17, 10.34, 3.44
1847296, 0.16, 10.09, 3.74
1848320, 0.18, 10.55, 3.68
1849344, 0.20, 10.94, 4.56
1850368, 0.18, 10.40, 4.11
1851392, 0.19, 11.16, 4.17
1852416, 0.24, 10.45, 4.10
1853440, 0.18, 10.49, 4.56
1854464, 0.21, 10.46, 4.13
1855488, 0.20, 10.08, 3.93
1856512, 0.21, 12.21, 4.32
1857536, 0.16, 10.79, 4.78
1858560, 0.20, 10.91, 4.32
1859584, 0.19, 11.00, 5.42
1860608, 0.23, 10.46, 3.62
1861632, 0.18, 9.99, 3.26
1862656, 0.18, 10.48, 3.71
1863680, 0.18, 9.91, 3.39
1864704, 0.18, 10.26, 3.78
1865728, 0.17, 10.76, 4.16
1866752, 0.22, 13.37, 3.33
1867776, 0.18, 10.85, 4.74
1868800, 0.17, 10.31, 3.80
1869824, 0.18, 9.84, 3.37
1870848, 0.21, 10.21, 3.61
1871872, 0.16, 10.18, 3.33
1872896, 0.18, 10.26, 4.17
1873920, 0.20, 11.04, 3.69
1874944, 0.18, 10.02, 3.56
1875968, 0.17, 10.73, 3.50
1876992, 0.21, 10.08, 4.42
1878016, 0.19, 10.99, 4.29
1879040, 0.16, 10.44, 4.67
1880064, 0.23, 15.57, 4.43
1881088, 0.27, 14.77, 3.66
1882112, 0.22, 12.33, 4.02
1883136, 0.17, 10.38, 3.39
1884160, 0.26, 10.86, 3.96
1885184, 0.19, 11.04, 5.00
1886208, 0.20, 10.50, 5.39
1887232, 0.23, 10.93, 4.80
1888256, 0.22, 10.56, 5.06
1889280, 0.18, 10.72, 4.10
1890304, 0.17, 9.99, 3.85
1891328, 0.26, 15.15, 3.62
1892352, 0.28, 15.21, 3.78
1893376, 0.20, 10.45, 3.84
1894400, 0.17, 11.19, 4.04
1895424, 0.17, 10.84, 4.30
1896448, 0.17, 10.40, 4.02
1897472, 0.20, 10.39, 5.62
1898496, 0.26, 10.25, 5.00
1899520, 0.18, 10.90, 5.17
1900544, 0.27, 10.26, 5.20
1901568, 0.22, 12.32, 4.96
1902592, 0.25, 46.03, 4.80
1903616, 0.20, 14.00, 6.21
1904640, 0.78, 17.83, 5.60
1905664, 0.26, 25.31, 9.24
1906688, 0.70, 34.68, 3.91
1907712, 0.23, 17.96, 4.22
1908736, 0.22, 22.74, 4.21
1909760, 0.22, 21.39, 5.05
1910784, 0.22, 28.60, 5.36
1911808, 0.35, 16.62, 3.92
1912832, 0.19, 17.96, 3.77
1913856, 0.23, 19.67, 3.96
1914880, 0.21, 27.90, 3.92
1915904, 0.20, 14.60, 4.63
1916928, 0.20, 31.35, 3.68
1917952, 0.28, 15.41, 4.05
1918976, 0.28, 17.01, 21.42
1920000, 0.25, 20.36, 3.99
1921024, 0.27, 18.38, 5.17
1922048, 0.34, 28.95, 6.35
1923072, 0.24, 37.77, 6.86
1924096, 0.24, 18.84, 4.69
1925120, 0.24, 17.26, 5.34
1926144, 0.34, 37.32, 4.49
1927168, 0.21, 19.50, 5.22
1928192, 0.28, 18.11, 13.98
1929216, 0.21, 15.22, 4.50
1930240, 0.24, 13.65, 4.05
1931264, 0.20, 16.49, 3.82
1932288, 0.18, 14.97, 3.80
1933312, 0.21, 23.20, 14.40
1934336, 0.23, 16.43, 3.89
1935360, 0.25, 19.28, 4.87
1936384, 0.31, 17.35, 4.69
1937408, 0.31, 17.75, 14.20
1938432, 0.34, 35.39, 8.70
1939456, 0.38, 32.81, 4.00
1940480, 0.21, 11.11, 4.33
1941504, 0.19, 10.32, 3.57
1942528, 0.18, 11.35, 4.43
1943552, 0.17, 11.04, 4.52
1944576, 0.24, 12.69, 4.75
1945600, 0.23, 11.20, 4.18
1946624, 0.21, 10.05, 3.39
1947648, 0.16, 10.46, 3.57
1948672, 0.16, 10.00, 3.69
1949696, 0.17, 11.20, 4.27
1950720, 0.18, 11.65, 4.16
1951744, 0.20, 11.09, 4.76
1952768, 0.22, 16.85, 4.27
1953792, 0.22, 13.68, 4.00
1954816, 0.21, 14.98, 5.74
1955840, 0.21, 13.90, 4.49
1956864, 0.24, 17.91, 4.78
1957888, 0.19, 17.19, 5.29
1958912, 0.28, 21.97, 4.80
1959936, 0.28, 19.87, 4.08
1960960, 0.19, 17.27, 5.11
1961984, 0.33, 39.47, 6.79
1963008, 0.25, 17.54, 3.40
1964032, 0.20, 15.95, 3.57
1965056, 0.19, 15.60, 4.46
1966080, 0.22, 13.30, 4.41
1967104, 0.23, 16.09, 12.11
1968128, 0.26, 20.48, 3.58
1969152, 0.23, 12.83, 4.22
1970176, 0.29, 13.71, 6.35
1971200, 0.26, 23.28, 6.84
1972224, 0.21, 10.92, 4.99
1973248, 0.18, 11.83, 5.46
1974272, 0.33, 17.95, 5.16
1975296, 0.20, 11.31, 3.82
1976320, 0.18, 10.57, 3.96
1977344, 0.16, 10.77, 3.67
1978368, 0.18, 11.52, 3.59
1979392, 0.24, 11.50, 4.56
1980416, 0.24, 16.27, 3.88
1981440, 0.25, 12.02, 3.68
1982464, 0.22, 10.85, 4.11
1983488, 0.18, 11.28, 4.31
1984512, 0.24, 10.97, 3.83
1985536, 0.21, 11.55, 3.98
1986560, 0.21, 12.03, 4.76
1987584, 0.17, 10.72, 3.64
1988608, 0.18, 10.28, 3.50
1989632, 0.17, 10.18, 3.59
1990656, 0.16, 10.49, 3.60
1991680, 0.23, 11.94, 4.67
1992704, 0.20, 10.98, 4.36
1993728, 0.18, 11.34, 5.37
1994752, 0.21, 11.55, 5.61
1995776, 0.24, 10.77, 4.31
1996800, 0.19, 10.93, 4.37
1997824, 0.21, 12.43, 5.03
1998848, 0.20, 10.88, 3.81
1999872, 0.18, 10.14, 4.42
2000896, 0.23, 11.05, 5.37
2001920, 0.23, 11.59, 5.35
2002944, 0.22, 11.26, 4.87
2003968, 0.20, 10.79, 3.61
2004992, 0.18, 11.02, 3.60
2006016, 0.18, 10.41, 3.66
2007040, 0.18, 10.99, 3.50
2008064, 0.22, 11.01, 3.68
2009088, 0.16, 10.66, 3.53
2010112, 0.17, 11.43, 3.74
2011136, 0.17, 10.74, 3.67
2012160, 0.17, 10.43, 4.27
2013184, 0.19, 10.55, 3.51
2014208, 0.19, 10.40, 3.62
2015232, 0.17, 10.65, 3.66
2016256, 0.21, 11.14, 3.79
2017280, 0.20, 11.56, 3.68
2018304, 0.19, 10.68, 3.78
2019328, 0.18, 11.27, 4.17
2020352, 0.37, 12.02, 3.97
2021376, 0.17, 11.36, 3.78
2022400, 0.42, 34.18, 7.07
2023424, 0.18, 12.12, 3.80
2024448, 0.22, 10.97, 4.23
2025472, 0.19, 10.84, 3.72
2026496, 0.18, 11.06, 4.15
2027520, 0.18, 10.96, 3.79
2028544, 0.16, 10.17, 4.32
2029568, 0.18, 12.25, 3.87
2030592, 0.21, 10.34, 4.35
2031616, 0.18, 10.87, 4.58
2032640, 0.20, 11.86, 5.34
2033664, 0.23, 11.54, 5.17
2034688, 0.22, 12.67, 5.42
2035712, 0.18, 11.38, 5.25
2036736, 0.26, 10.28, 3.73
2037760, 0.20, 11.73, 3.90
2038784, 0.19, 10.20, 3.55
2039808, 0.17, 10.52, 3.88
2040832, 0.19, 11.26, 4.79
2041856, 0.18, 12.19, 5.50
2042880, 0.23, 10.57, 5.34
2043904, 0.25, 12.69, 5.31
2044928, 0.24, 12.03, 4.61
2045952, 0.18, 10.50, 3.51
2046976, 0.19, 11.23, 4.67
2048000, 0.17, 10.76, 4.35
2049024, 0.19, 11.28, 3.81
2050048, 0.16, 11.01, 3.77
2051072, 0.17, 11.05, 3.84
2052096, 0.17, 11.35, 3.80
2053120, 0.17, 11.06, 4.33
2054144, 0.18, 10.50, 3.90
2055168, 0.18, 11.67, 4.23
2056192, 0.19, 9.98, 3.72
2057216, 0.17, 10.63, 3.68
2058240, 0.21, 11.39, 4.67
2059264, 0.20, 11.16, 3.86
2060288, 0.19, 11.58, 4.05
2061312, 0.21, 10.69, 3.60
2062336, 0.20, 10.97, 3.63
2063360, 0.18, 10.55, 3.75
2064384, 0.20, 10.47, 3.89
2065408, 0.21, 10.70, 3.71
2066432, 0.19, 10.99, 3.60
2067456, 0.18, 10.87, 3.49
2068480, 0.20, 10.78, 3.78
2069504, 0.17, 10.74, 3.44
2070528, 0.18, 10.52, 3.68
2071552, 0.17, 10.62, 4.08
2072576, 0.25, 10.33, 3.88
2073600, 0.23, 11.27, 3.93
2074624, 0.20, 10.82, 3.85
2075648, 0.18, 10.98, 3.73
2076672, 0.19, 10.77, 3.83
2077696, 0.19, 10.55, 3.78
2078720, 0.19, 11.11, 3.68
2079744, 0.18, 10.43, 3.82
2080768, 0.19, 11.09, 3.87
2081792, 0.21, 12.39, 4.08
2082816, 0.18, 10.51, 3.66
2083840, 0.18, 11.54, 3.94
2084864, 0.19, 10.42, 3.56
2085888, 0.20, 10.63, 4.41
2086912, 0.19, 10.90, 4.34
2087936, 0.16, 11.10, 4.54
2088960, 0.20, 11.40, 4.14
2089984, 0.17, 10.69, 3.77
2091008, 0.19, 11.31, 3.70
2092032, 0.17, 10.90, 3.71
2093056, 0.18, 11.37, 3.47
2094080, 0.20, 10.73, 3.72
2095104, 0.21, 11.42, 3.95
2096128, 0.20, 21.51, 3.69
2097152, 0.19, 11.70, 3.58
524288, 0.16, 9.71, 1.65
1048576, 0.16, 12.71, 2.37
1572864, 0.16, 13.40, 3.20
2097152, 0.21, 11.41, 3.73
2621440, 0.23, 15.05, 5.40
3145728, 0.26, 20.13, 5.76
3670016, 0.31, 22.07, 5.85
4194304, 0.36, 23.70, 7.28
4718592, 0.35, 23.63, 7.02
5242880, 0.38, 24.17, 7.51
5767168, 0.36, 24.98, 7.87
6291456, 0.34, 26.74, 9.40
6815744, 0.36, 26.22, 8.77
7340032, 0.33, 27.38, 9.77
7864320, 0.34, 27.12, 9.28
8388608, 0.36, 27.79, 10.12
8912896, 0.34, 29.26, 10.45
9437184, 0.33, 33.06, 10.01
9961472, 0.33, 28.09, 9.91
10485760, 0.32, 28.67, 10.22
11010048, 0.33, 28.45, 10.10
11534336, 0.33, 39.86, 12.53
12058624, 0.44, 47.77, 13.54
12582912, 0.44, 36.82, 13.13
13107200, 0.38, 40.76, 11.95
13631488, 0.35, 29.13, 10.68
14155776, 0.33, 29.60, 10.83
14680064, 0.32, 29.34, 11.09
15204352, 0.31, 32.71, 11.23
15728640, 0.32, 33.11, 12.56
16252928, 0.33, 29.78, 11.27
16777216, 0.30, 29.70, 11.37
17301504, 0.34, 29.86, 11.93
17825792, 0.31, 29.77, 11.79
18350080, 0.31, 31.13, 11.36
18874368, 0.33, 29.97, 11.63
19398656, 0.33, 31.25, 12.08
19922944, 0.36, 40.10, 15.22
20447232, 0.65, 35.85, 13.79
20971520, 0.30, 35.14, 19.50
21495808, 0.38, 47.23, 19.19
22020096, 0.43, 43.54, 18.43
22544384, 0.54, 36.76, 13.84
23068672, 0.35, 37.89, 11.92
23592960, 0.31, 30.96, 12.37
24117248, 0.32, 30.54, 11.79
24641536, 0.32, 30.50, 12.19
25165824, 0.32, 31.91, 12.25
25690112, 0.31, 30.30, 11.98
26214400, 0.30, 30.63, 12.12
26738688, 0.31, 32.68, 12.11
27262976, 0.30, 30.53, 11.90
27787264, 0.31, 33.71, 12.29
28311552, 0.36, 34.17, 12.54
28835840, 0.31, 32.38, 12.71
29360128, 0.34, 39.11, 12.28
29884416, 0.38, 30.62, 12.41
30408704, 0.34, 31.91, 11.95
30932992, 0.30, 30.58, 12.37
31457280, 0.31, 31.60, 12.10
31981568, 0.30, 30.98, 12.14
32505856, 0.33, 31.01, 12.79
33030144, 0.30, 31.16, 12.07
33554432, 0.31, 31.42, 12.16
5242880, 0.41, 24.47, 7.83
10485760, 0.33, 31.52, 10.35
15728640, 0.31, 29.33, 11.39
20971520, 0.29, 29.90, 11.73
26214400, 0.30, 30.34, 12.46
31457280, 0.29, 30.86, 12.19
36700160, 0.31, 31.99, 12.28
41943040, 0.32, 31.07, 12.48
47185920, 0.31, 31.22, 12.57
52428800, 0.31, 32.00, 12.61
57671680, 0.31, 31.99, 13.36
62914560, 0.31, 31.72, 13.10
68157440, 0.34, 31.73, 12.89
73400320, 0.39, 31.98, 16.09
78643200, 0.50, 40.95, 16.18
83886080, 0.42, 49.65, 17.16
89128960, 0.35, 33.70, 13.36
94371840, 0.43, 34.90, 13.59
99614720, 0.59, 101.92, 21.08
104857600, 1.39, 121.33, 43.32
110100480, 0.54, 70.85, 17.93
115343360, 0.42, 42.75, 14.16
120586240, 0.46, 32.85, 13.81
125829120, 0.37, 33.37, 13.79
131072000, 0.44, 33.90, 13.81
136314880, 0.42, 34.06, 14.07
141557760, 0.34, 33.18, 13.89
146800640, 0.30, 33.18, 17.95
152043520, 0.43, 40.42, 14.11
157286400, 0.34, 34.39, 14.32
